HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Beta_vulgaris	Betula_pendula	Camellia_sinensis	Cinnamomum_kanehirae	Cucumis_sativus	Eucalyptus_grandis	Ginkgo_biloba	Malania_oleifera	Malus_domestica	Medicago_truncatula	Mimulus_guttatus	Nicotiana_tabacum	Physcomitrella_patens	Picea_abies	Pinus_tabuliformis	Populus_tremula	Prunus_avium	Salix_purpurea	Sequoiadendron_giganteum	Taxus_chinensis	Vitis_vinifera	Welwitschia_mirabilis	Zostera_marina
N21.HOG0010110	OG0002629	n37			Betpen_Bpev01.c2900.g0001.m0001			Cucsa.172980.1.v1.122 gene=Cucsa.172980.v1 seq_id=scaffold01201 type=cds, Cucsa.077240.1.v1.122 gene=Cucsa.077240.v1 seq_id=scaffold00791 type=cds																		
N21.HOG0010111	OG0002630	n27						Cucsa.188110.1.v1.122 gene=Cucsa.188110.v1 seq_id=scaffold01294 type=cds																		
N21.HOG0010112	OG0002630	n43			Betpen_Bpev01.c0342.g0001.m0001, Betpen_Bpev01.c0340.g0029.m0001, Betpen_Bpev01.c0340.g0029.m0002																					
N21.HOG0010113	OG0002631	n7			Betpen_Bpev01.c1104.g0016.m0001			Cucsa.252350.1.v1.122 gene=Cucsa.252350.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010114	OG0002631	n50			Betpen_Bpev01.c0357.g0085.m0001, Betpen_Bpev01.c0357.g0085.m0002																					
N21.HOG0010115	OG0002632	n2			Betpen_Bpev01.c0280.g0034.m0001																					
N21.HOG0010116	OG0002632	n12			Betpen_Bpev01.c0018.g0031.m0001			Cucsa.219210.1.v1.122 gene=Cucsa.219210.v1 seq_id=scaffold01658 type=cds																		
N21.HOG0010117	OG0002632	n33						Cucsa.395710.1.v1.122 gene=Cucsa.395710.v1 seq_id=scaffold04100 type=cds, Cucsa.352740.1.v1.122 gene=Cucsa.352740.v1 seq_id=scaffold03533 type=cds																		
N21.HOG0010118	OG0002632	n44			Betpen_Bpev01.c0261.g0073.m0001																					
N21.HOG0010119	OG0002633	n33			Betpen_Bpev01.c0224.g0024.m0001																					
N21.HOG0010120	OG0002633	n41			Betpen_Bpev01.c0089.g0046.m0001			Cucsa.118830.1.v1.122 gene=Cucsa.118830.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0010121	OG0002635	n36			Betpen_Bpev01.c1185.g0013.m0001, Betpen_Bpev01.c0210.g0033.m0002, Betpen_Bpev01.c0210.g0033.m0001			Cucsa.174620.1.v1.122 gene=Cucsa.174620.v1 seq_id=scaffold01221 type=cds																		
N21.HOG0010122	OG0002635	n55						Cucsa.201720.1.v1.122 gene=Cucsa.201720.v1 seq_id=scaffold01376 type=cds																		
N21.HOG0010123	OG0002636	n40						Cucsa.109690.1.v1.122 gene=Cucsa.109690.v1 seq_id=scaffold00934 type=cds																		
N21.HOG0010124	OG0002637	n19			Betpen_Bpev01.c0327.g0033.m0002, Betpen_Bpev01.c0327.g0033.m0001, Betpen_Bpev01.c0327.g0034.m0001																					
N21.HOG0010125	OG0002637	n46			Betpen_Bpev01.c0145.g0039.m0001, Betpen_Bpev01.c0145.g0038.m0001																					
N21.HOG0010126	OG0002637	n51			Betpen_Bpev01.c0052.g0026.m0001																					
N21.HOG0010127	OG0002638	n12			Betpen_Bpev01.c0025.g0001.m0001			Cucsa.049850.1.v1.122 gene=Cucsa.049850.v1 seq_id=scaffold00551 type=cds																		
N21.HOG0010128	OG0002638	n30			Betpen_Bpev01.c0800.g0005.m0001			Cucsa.142280.1.v1.122 gene=Cucsa.142280.v1 seq_id=scaffold01079 type=cds, Cucsa.152730.1.v1.122 gene=Cucsa.152730.v1 seq_id=scaffold01124 type=cds																		
N21.HOG0010129	OG0002638	n52						Cucsa.321800.1.v1.122 gene=Cucsa.321800.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0010130	OG0002639	n10			Betpen_Bpev01.c0223.g0059.m0001			Cucsa.355630.1.v1.122 gene=Cucsa.355630.v1 seq_id=scaffold03577 type=cds																		
N21.HOG0010131	OG0002639	n36			Betpen_Bpev01.c0883.g0015.m0001			Cucsa.146590.1.v1.122 gene=Cucsa.146590.v1 seq_id=scaffold01100 type=cds																		
N21.HOG0010132	OG0002640	n2			Betpen_Bpev01.c0442.g0010.m0001			Cucsa.302900.1.v1.122 gene=Cucsa.302900.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0010133	OG0002640	n28			Betpen_Bpev01.c1520.g0001.m0001			Cucsa.078970.1.v1.122 gene=Cucsa.078970.v1 seq_id=scaffold00793 type=cds																		
N21.HOG0010134	OG0002641	n0			Betpen_Bpev01.c0570.g0018.m0001, Betpen_Bpev01.c0570.g0019.m0001			Cucsa.257320.1.v1.122 gene=Cucsa.257320.v1 seq_id=scaffold02229 type=cds, Cucsa.257330.1.v1.122 gene=Cucsa.257330.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010135	OG0002642	n9			Betpen_Bpev01.c0050.g0008.m0001																					
N21.HOG0010136	OG0002642	n34			Betpen_Bpev01.c2085.g0005.m0001			Cucsa.165600.1.v1.122 gene=Cucsa.165600.v1 seq_id=scaffold01153 type=cds																		
N21.HOG0010137	OG0002643	n9			Betpen_Bpev01.c0899.g0005.m0001, Betpen_Bpev01.c0438.g0008.m0002, Betpen_Bpev01.c0438.g0008.m0001			Cucsa.280660.1.v1.122 gene=Cucsa.280660.v1 seq_id=scaffold02633 type=cds																		
N21.HOG0010138	OG0002643	n27			Betpen_Bpev01.c0789.g0004.m0001			Cucsa.087930.1.v1.122 gene=Cucsa.087930.v1 seq_id=scaffold00888 type=cds																		
N21.HOG0010139	OG0002644	n18			Betpen_Bpev01.c0281.g0057.m0001			Cucsa.338970.1.v1.122 gene=Cucsa.338970.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0010140	OG0002644	n41			Betpen_Bpev01.c0101.g0072.m0001			Cucsa.285100.1.v1.122 gene=Cucsa.285100.v1 seq_id=scaffold02653 type=cds, Cucsa.117260.1.v1.122 gene=Cucsa.117260.v1 seq_id=scaffold00995 type=cds																		
N21.HOG0010141	OG0002645	n27						Cucsa.113140.1.v1.122 gene=Cucsa.113140.v1 seq_id=scaffold00953 type=cds																		
N21.HOG0010142	OG0002645	n33			Betpen_Bpev01.c0349.g0066.m0001																					
N21.HOG0010143	OG0002645	n36						Cucsa.198160.1.v1.122 gene=Cucsa.198160.v1 seq_id=scaffold01357 type=cds																		
N21.HOG0010144	OG0002646	n7			Betpen_Bpev01.c0758.g0005.m0001			Cucsa.111240.1.v1.122 gene=Cucsa.111240.v1 seq_id=scaffold00953 type=cds																		
N21.HOG0010145	OG0002646	n25			Betpen_Bpev01.c1560.g0005.m0001			Cucsa.087960.1.v1.122 gene=Cucsa.087960.v1 seq_id=scaffold00888 type=cds																		
N21.HOG0010146	OG0002646	n44			Betpen_Bpev01.c0438.g0016.m0001			Cucsa.283280.1.v1.122 gene=Cucsa.283280.v1 seq_id=scaffold02653 type=cds																		
N21.HOG0010147	OG0002647	n15			Betpen_Bpev01.c0455.g0013.m0001			Cucsa.099620.1.v1.122 gene=Cucsa.099620.v1 seq_id=scaffold00926 type=cds																		
N21.HOG0010148	OG0002647	n34			Betpen_Bpev01.c0022.g0131.m0001			Cucsa.323030.1.v1.122 gene=Cucsa.323030.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0010149	OG0002648	n33			Betpen_Bpev01.c0044.g0082.m0001			Cucsa.288610.1.v1.122 gene=Cucsa.288610.v1 seq_id=scaffold02698 type=cds, Cucsa.116860.1.v1.122 gene=Cucsa.116860.v1 seq_id=scaffold00995 type=cds																		
N21.HOG0010150	OG0002648	n44			Betpen_Bpev01.c0148.g0017.m0001																					
N21.HOG0010151	OG0002649	n20			Betpen_Bpev01.c0371.g0013.m0001			Cucsa.161280.1.v1.122 gene=Cucsa.161280.v1 seq_id=scaffold01144 type=cds																		
N21.HOG0010152	OG0002649	n43			Betpen_Bpev01.c0996.g0002.m0001			Cucsa.059600.1.v1.122 gene=Cucsa.059600.v1 seq_id=scaffold00621 type=cds																		
N21.HOG0010153	OG0002650	n13						Cucsa.332360.1.v1.122 gene=Cucsa.332360.v1 seq_id=scaffold03264 type=cds, Cucsa.116430.1.v1.122 gene=Cucsa.116430.v1 seq_id=scaffold00995 type=cds																		
N21.HOG0010154	OG0002650	n20			Betpen_Bpev01.c0389.g0053.m0002, Betpen_Bpev01.c0389.g0053.m0001																					
N21.HOG0010155	OG0002650	n36			Betpen_Bpev01.c0743.g0003.m0001																					
N21.HOG0010156	OG0002651	n26			Betpen_Bpev01.c0352.g0004.m0001			Cucsa.383510.1.v1.122 gene=Cucsa.383510.v1 seq_id=scaffold03882 type=cds, Cucsa.255500.1.v1.122 gene=Cucsa.255500.v1 seq_id=scaffold02229 type=cds, Cucsa.255510.1.v1.122 gene=Cucsa.255510.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010157	OG0002652	n30			Betpen_Bpev01.c1287.g0004.m0001			Cucsa.103670.1.v1.122 gene=Cucsa.103670.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0010158	OG0002653	n9						Cucsa.385840.1.v1.122 gene=Cucsa.385840.v1 seq_id=scaffold03904 type=cds																		
N21.HOG0010159	OG0002653	n21			Betpen_Bpev01.c0472.g0013.m0001			Cucsa.292550.1.v1.122 gene=Cucsa.292550.v1 seq_id=scaffold02779 type=cds																		
N21.HOG0010160	OG0002653	n34			Betpen_Bpev01.c0196.g0007.m0001																					
N21.HOG0010161	OG0002653	n49						Cucsa.124680.1.v1.122 gene=Cucsa.124680.v1 seq_id=scaffold01001 type=cds																		
N21.HOG0010162	OG0002653	n50						Cucsa.306740.1.v1.122 gene=Cucsa.306740.v1 seq_id=scaffold02977 type=cds																		
N21.HOG0010163	OG0002654	n10			Betpen_Bpev01.c0000.g0059.m0001																					
N21.HOG0010164	OG0002654	n14						Cucsa.078710.1.v1.122 gene=Cucsa.078710.v1 seq_id=scaffold00793 type=cds																		
N21.HOG0010165	OG0002654	n16			Betpen_Bpev01.c0016.g0010.m0001			Cucsa.383180.1.v1.122 gene=Cucsa.383180.v1 seq_id=scaffold03882 type=cds																		
N21.HOG0010166	OG0002654	n42			Betpen_Bpev01.c0333.g0022.m0001			Cucsa.360540.1.v1.122 gene=Cucsa.360540.v1 seq_id=scaffold03588 type=cds																		
N21.HOG0010167	OG0002655	n3			Betpen_Bpev01.c0428.g0026.m0001			Cucsa.322030.1.v1.122 gene=Cucsa.322030.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0010168	OG0002655	n32			Betpen_Bpev01.c0299.g0030.m0001, Betpen_Bpev01.c1765.g0005.m0001, Betpen_Bpev01.c2784.g0003.m0001			Cucsa.044900.1.v1.122 gene=Cucsa.044900.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0010169	OG0002655	n58			Betpen_Bpev01.c1765.g0007.m0001																					
N21.HOG0010170	OG0002656	n13			Betpen_Bpev01.c0957.g0014.m0001																					
N21.HOG0010171	OG0002656	n19			Betpen_Bpev01.c0288.g0010.m0001			Cucsa.065620.1.v1.122 gene=Cucsa.065620.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0010172	OG0002656	n37			Betpen_Bpev01.c0043.g0014.m0001			Cucsa.308220.1.v1.122 gene=Cucsa.308220.v1 seq_id=scaffold02978 type=cds																		
N21.HOG0010173	OG0002657	n3			Betpen_Bpev01.c1143.g0004.m0001			Cucsa.177150.1.v1.122 gene=Cucsa.177150.v1 seq_id=scaffold01225 type=cds																		
N21.HOG0010174	OG0002657	n32			Betpen_Bpev01.c1288.g0006.m0002, Betpen_Bpev01.c1288.g0006.m0001, Betpen_Bpev01.c1288.g0006.m0003			Cucsa.281820.1.v1.122 gene=Cucsa.281820.v1 seq_id=scaffold02641 type=cds																		
N21.HOG0010175	OG0002658	n5			Betpen_Bpev01.c0480.g0091.m0001																					
N21.HOG0010176	OG0002658	n29			Betpen_Bpev01.c0817.g0007.m0001			Cucsa.368700.1.v1.122 gene=Cucsa.368700.v1 seq_id=scaffold03639 type=cds																		
N21.HOG0010177	OG0002659	n24			Betpen_Bpev01.c0777.g0014.m0001			Cucsa.195210.1.v1.122 gene=Cucsa.195210.v1 seq_id=scaffold01349 type=cds																		
N21.HOG0010178	OG0002659	n40			Betpen_Bpev01.c0029.g0084.m0001			Cucsa.336920.1.v1.122 gene=Cucsa.336920.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0010179	OG0002660	n10			Betpen_Bpev01.c0134.g0109.m0001, Betpen_Bpev01.c0134.g0110.m0001			Cucsa.077560.1.v1.122 gene=Cucsa.077560.v1 seq_id=scaffold00791 type=cds																		
N21.HOG0010180	OG0002660	n19			Betpen_Bpev01.c0455.g0014.m0001			Cucsa.119840.1.v1.122 gene=Cucsa.119840.v1 seq_id=scaffold00998 type=cds																		
N21.HOG0010181	OG0002661	n15			Betpen_Bpev01.c0052.g0010.m0001, Betpen_Bpev01.c0029.g0104.m0001																					
N21.HOG0010182	OG0002661	n42						Cucsa.349170.1.v1.122 gene=Cucsa.349170.v1 seq_id=scaffold03487 type=cds, Cucsa.033680.1.v1.122 gene=Cucsa.033680.v1 seq_id=scaffold00438 type=cds																		
N21.HOG0010183	OG0002662	n36			Betpen_Bpev01.c0001.g0014.m0001			Cucsa.183650.1.v1.122 gene=Cucsa.183650.v1 seq_id=scaffold01262 type=cds																		
N21.HOG0010184	OG0002662	n44			Betpen_Bpev01.c0962.g0026.m0001			Cucsa.202250.1.v1.122 gene=Cucsa.202250.v1 seq_id=scaffold01376 type=cds																		
N21.HOG0010185	OG0002663	n20			Betpen_Bpev01.c0570.g0013.m0001			Cucsa.256800.1.v1.122 gene=Cucsa.256800.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010186	OG0002663	n33						Cucsa.228320.1.v1.122 gene=Cucsa.228320.v1 seq_id=scaffold01933 type=cds																		
N21.HOG0010187	OG0002664	n6			Betpen_Bpev01.c2300.g0004.m0001			Cucsa.091170.1.v1.122 gene=Cucsa.091170.v1 seq_id=scaffold00894 type=cds																		
N21.HOG0010188	OG0002665	n10			Betpen_Bpev01.c0470.g0037.m0001, Betpen_Bpev01.c0016.g0181.m0001, Betpen_Bpev01.c1374.g0002.m0001			Cucsa.067190.1.v1.122 gene=Cucsa.067190.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0010189	OG0002665	n36			Betpen_Bpev01.c0170.g0045.m0001			Cucsa.303270.1.v1.122 gene=Cucsa.303270.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0010190	OG0002666	n17			Betpen_Bpev01.c0171.g0012.m0001			Cucsa.084680.1.v1.122 gene=Cucsa.084680.v1 seq_id=scaffold00862 type=cds																		
N21.HOG0010191	OG0002666	n31			Betpen_Bpev01.c0420.g0002.m0002, Betpen_Bpev01.c0420.g0002.m0001			Cucsa.363310.1.v1.122 gene=Cucsa.363310.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0010192	OG0002666	n56			Betpen_Bpev01.c0420.g0003.m0001																					
N21.HOG0010193	OG0002667	n5			Betpen_Bpev01.c0439.g0020.m0001			Cucsa.066440.1.v1.122 gene=Cucsa.066440.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0010194	OG0002667	n24						Cucsa.136240.1.v1.122 gene=Cucsa.136240.v1 seq_id=scaffold01044 type=cds																		
N21.HOG0010195	OG0002667	n51			Betpen_Bpev01.c0764.g0005.m0001																					
N21.HOG0010196	OG0002667	n53						Cucsa.255280.1.v1.122 gene=Cucsa.255280.v1 seq_id=scaffold02229 type=cds, Cucsa.383710.1.v1.122 gene=Cucsa.383710.v1 seq_id=scaffold03882 type=cds																		
N21.HOG0010197	OG0002668	n12						Cucsa.370320.1.v1.122 gene=Cucsa.370320.v1 seq_id=scaffold03678 type=cds																		
N21.HOG0010198	OG0002668	n26			Betpen_Bpev01.c0592.g0004.m0002, Betpen_Bpev01.c0592.g0004.m0001, Betpen_Bpev01.c1624.g0001.m0001																					
N21.HOG0010199	OG0002668	n37			Betpen_Bpev01.c0146.g0033.m0001			Cucsa.051680.1.v1.122 gene=Cucsa.051680.v1 seq_id=scaffold00560 type=cds																		
N21.HOG0010200	OG0002669	n40			Betpen_Bpev01.c0030.g0022.m0001			Cucsa.213760.1.v1.122 gene=Cucsa.213760.v1 seq_id=scaffold01543 type=cds																		
N21.HOG0010201	OG0002669	n46			Betpen_Bpev01.c0634.g0016.m0001																					
N21.HOG0010202	OG0002670	n11			Betpen_Bpev01.c1259.g0003.m0001			Cucsa.103640.1.v1.122 gene=Cucsa.103640.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0010203	OG0002670	n35			Betpen_Bpev01.c0419.g0031.m0001, Betpen_Bpev01.c0419.g0031.m0002			Cucsa.084430.1.v1.122 gene=Cucsa.084430.v1 seq_id=scaffold00862 type=cds																		
N21.HOG0010204	OG0002671	n5			Betpen_Bpev01.c1320.g0001.m0001																					
N21.HOG0010205	OG0002671	n22			Betpen_Bpev01.c1773.g0007.m0001, Betpen_Bpev01.c1773.g0007.m0003, Betpen_Bpev01.c1773.g0007.m0002			Cucsa.356060.1.v1.122 gene=Cucsa.356060.v1 seq_id=scaffold03577 type=cds																		
N21.HOG0010206	OG0002671	n42			Betpen_Bpev01.c1662.g0007.m0001			Cucsa.364500.1.v1.122 gene=Cucsa.364500.v1 seq_id=scaffold03611 type=cds																		
N21.HOG0010207	OG0002672	n18			Betpen_Bpev01.c0245.g0027.m0001																					
N21.HOG0010208	OG0002672	n29			Betpen_Bpev01.c0540.g0030.m0001			Cucsa.218650.1.v1.122 gene=Cucsa.218650.v1 seq_id=scaffold01658 type=cds																		
N21.HOG0010209	OG0002672	n40						Cucsa.253810.1.v1.122 gene=Cucsa.253810.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010210	OG0002673	n27			Betpen_Bpev01.c0052.g0200.m0001			Cucsa.156140.1.v1.122 gene=Cucsa.156140.v1 seq_id=scaffold01139 type=cds																		
N21.HOG0010211	OG0002673	n45			Betpen_Bpev01.c0083.g0017.m0001			Cucsa.319440.1.v1.122 gene=Cucsa.319440.v1 seq_id=scaffold03078 type=cds																		
N21.HOG0010212	OG0002673	n55						Cucsa.044430.1.v1.122 gene=Cucsa.044430.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0010213	OG0002674	n22			Betpen_Bpev01.c0240.g0020.m0001			Cucsa.047440.1.v1.122 gene=Cucsa.047440.v1 seq_id=scaffold00542 type=cds																		
N21.HOG0010214	OG0002674	n42			Betpen_Bpev01.c0052.g0113.m0001																					
N21.HOG0010215	OG0002675	n5			Betpen_Bpev01.c0051.g0077.m0001			Cucsa.117170.1.v1.122 gene=Cucsa.117170.v1 seq_id=scaffold00995 type=cds																		
N21.HOG0010216	OG0002675	n43			Betpen_Bpev01.c0771.g0002.m0001																					
N21.HOG0010217	OG0002675	n58						Cucsa.258240.1.v1.122 gene=Cucsa.258240.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010218	OG0002676	n10			Betpen_Bpev01.c1333.g0010.m0001			Cucsa.271830.1.v1.122 gene=Cucsa.271830.v1 seq_id=scaffold02500 type=cds																		
N21.HOG0010219	OG0002676	n36						Cucsa.132800.1.v1.122 gene=Cucsa.132800.v1 seq_id=scaffold01037 type=cds																		
N21.HOG0010220	OG0002677	n29			Betpen_Bpev01.c1024.g0011.m0001																					
N21.HOG0010221	OG0002677	n34			Betpen_Bpev01.c1024.g0014.m0001			Cucsa.101470.1.v1.122 gene=Cucsa.101470.v1 seq_id=scaffold00927 type=cds																		
N21.HOG0010222	OG0002678	n28						Cucsa.066130.1.v1.122 gene=Cucsa.066130.v1 seq_id=scaffold00696 type=cds																		
N21.HOG0010223	OG0002678	n32			Betpen_Bpev01.c0427.g0018.m0001			Cucsa.175410.1.v1.122 gene=Cucsa.175410.v1 seq_id=scaffold01225 type=cds																		
N21.HOG0010224	OG0002678	n40			Betpen_Bpev01.c0564.g0033.m0001			Cucsa.172440.1.v1.122 gene=Cucsa.172440.v1 seq_id=scaffold01196 type=cds																		
N21.HOG0010225	OG0002679	n9			Betpen_Bpev01.c0423.g0003.m0001			Cucsa.397930.1.v1.122 gene=Cucsa.397930.v1 seq_id=scaffold04158 type=cds																		
N21.HOG0010226	OG0002680	n15			Betpen_Bpev01.c0573.g0001.m0001, Betpen_Bpev01.c2007.g0005.m0001																					
N21.HOG0010227	OG0002680	n19			Betpen_Bpev01.c0429.g0002.m0001																					
N21.HOG0010228	OG0002680	n30			Betpen_Bpev01.c0441.g0006.m0001			Cucsa.022170.1.v1.122 gene=Cucsa.022170.v1 seq_id=scaffold00313 type=cds, Cucsa.337340.1.v1.122 gene=Cucsa.337340.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0010229	OG0002681	n18						Cucsa.105830.1.v1.122 gene=Cucsa.105830.v1 seq_id=scaffold00929 type=cds, Cucsa.096220.1.v1.122 gene=Cucsa.096220.v1 seq_id=scaffold00919 type=cds																		
N21.HOG0010230	OG0002681	n24			Betpen_Bpev01.c0044.g0043.m0001																					
N21.HOG0010231	OG0002681	n37						Cucsa.162720.1.v1.122 gene=Cucsa.162720.v1 seq_id=scaffold01144 type=cds																		
N21.HOG0010232	OG0002681	n38						Cucsa.271720.1.v1.122 gene=Cucsa.271720.v1 seq_id=scaffold02500 type=cds																		
N21.HOG0010233	OG0002681	n40			Betpen_Bpev01.c0162.g0062.m0001, Betpen_Bpev01.c0162.g0061.m0001																					
N21.HOG0010234	OG0002681	n58						Cucsa.162710.1.v1.122 gene=Cucsa.162710.v1 seq_id=scaffold01144 type=cds																		
N21.HOG0010235	OG0002682	n12			Betpen_Bpev01.c2470.g0005.m0001			Cucsa.319390.2.v1.122 gene=Cucsa.319390.v1 seq_id=scaffold03078 type=cds																		
N21.HOG0010236	OG0002682	n28			Betpen_Bpev01.c0243.g0025.m0001			Cucsa.100250.1.v1.122 gene=Cucsa.100250.v1 seq_id=scaffold00926 type=cds																		
N21.HOG0010237	OG0002683	n18			Betpen_Bpev01.c1005.g0016.m0001																					
N21.HOG0010238	OG0002683	n34			Betpen_Bpev01.c1005.g0015.m0001																					
N21.HOG0010239	OG0002683	n35			Betpen_Bpev01.c0659.g0016.m0001																					
N21.HOG0010240	OG0002684	n22			Betpen_Bpev01.c1754.g0004.m0001																					
N21.HOG0010241	OG0002684	n24			Betpen_Bpev01.c1610.g0011.m0001																					
N21.HOG0010242	OG0002684	n52			Betpen_Bpev01.c0149.g0021.m0001																					
N21.HOG0010243	OG0002691	n14			Betpen_Bpev01.c0984.g0019.m0001																					
N21.HOG0010244	OG0002691	n41			Betpen_Bpev01.c0001.g0041.m0001			Cucsa.120860.1.v1.122 gene=Cucsa.120860.v1 seq_id=scaffold00998 type=cds, Cucsa.259940.1.v1.122 gene=Cucsa.259940.v1 seq_id=scaffold02229 type=cds																		
N21.HOG0010245	OG0002692	n26			Betpen_Bpev01.c0016.g0071.m0001			Cucsa.193860.1.v1.122 gene=Cucsa.193860.v1 seq_id=scaffold01337 type=cds																		
N21.HOG0010246	OG0002693	n8			Betpen_Bpev01.c0066.g0010.m0003, Betpen_Bpev01.c0066.g0010.m0001, Betpen_Bpev01.c0066.g0010.m0002																					
N21.HOG0010247	OG0002694	n3			Betpen_Bpev01.c1936.g0006.m0001, Betpen_Bpev01.c1936.g0005.m0001			Cucsa.265990.1.v1.122 gene=Cucsa.265990.v1 seq_id=scaffold02352 type=cds																		
N21.HOG0010248	OG0002695	n2						Cucsa.183450.1.v1.122 gene=Cucsa.183450.v1 seq_id=scaffold01261 type=cds																		
N21.HOG0010249	OG0002695	n42			Betpen_Bpev01.c0976.g0007.m0001																					
N21.HOG0010250	OG0002696	n1			Betpen_Bpev01.c0565.g0009.m0001			Cucsa.060070.1.v1.122 gene=Cucsa.060070.v1 seq_id=scaffold00621 type=cds																		
N21.HOG0010251	OG0002696	n22						Cucsa.179760.1.v1.122 gene=Cucsa.179760.v1 seq_id=scaffold01233 type=cds																		
N21.HOG0010252	OG0002697	n13			Betpen_Bpev01.c0170.g0029.m0001			Cucsa.303190.1.v1.122 gene=Cucsa.303190.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0010253	OG0002697	n36			Betpen_Bpev01.c0755.g0004.m0001			Cucsa.337380.1.v1.122 gene=Cucsa.337380.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0010254	OG0002698	n21			Betpen_Bpev01.c1657.g0011.m0001			Cucsa.342160.1.v1.122 gene=Cucsa.342160.v1 seq_id=scaffold03356 type=cds																		
N21.HOG0010255	OG0002698	n42			Betpen_Bpev01.c0807.g0003.m0001			Cucsa.240290.1.v1.122 gene=Cucsa.240290.v1 seq_id=scaffold02047 type=cds																		
N21.HOG0010256	OG0002699	n9			Betpen_Bpev01.c1484.g0009.m0001																					
N21.HOG0010257	OG0002699	n14			Betpen_Bpev01.c0480.g0055.m0001																					
N21.HOG0010258	OG0002699	n39			Betpen_Bpev01.c0022.g0176.m0001			Cucsa.323280.1.v1.122 gene=Cucsa.323280.v1 seq_id=scaffold03080 type=cds																		
N21.HOG0010259	OG0002700	n17			Betpen_Bpev01.c0275.g0009.m0001			Cucsa.237610.1.v1.122 gene=Cucsa.237610.v1 seq_id=scaffold02023 type=cds, Cucsa.088520.1.v1.122 gene=Cucsa.088520.v1 seq_id=scaffold00888 type=cds																		
N21.HOG0010260	OG0002700	n45			Betpen_Bpev01.c0555.g0022.m0001			Cucsa.304030.1.v1.122 gene=Cucsa.304030.v1 seq_id=scaffold02951 type=cds																		
N21.HOG0010261	OG0002701	n21			Betpen_Bpev01.c1019.g0003.m0001			Cucsa.198420.1.v1.122 gene=Cucsa.198420.v1 seq_id=scaffold01357 type=cds																		
